#Types Before Cut: 11091
#Types After Cut: 9661
#Search Hits: 0
651	5	13.327	нагло
652	5	13.327	най
653	5	13.327	ненавидят
654	5	13.327	нём
655	5	13.327	ого
656	5	13.327	одновременнно
657	5	13.327	ок
658	5	13.327	очки
659	5	13.327	парадигма
660	5	13.327	переехать
661	5	13.327	платье
662	5	13.327	подписывайтесь
663	5	13.327	подумал
664	5	13.327	поехала
665	5	13.327	посмотрела
666	5	13.327	построили
667	5	13.327	прекрасный
668	5	13.327	проронил
669	5	13.327	прочим
670	5	13.327	прошёл
671	5	13.327	пью
672	5	13.327	пятом
673	5	13.327	расписание
674	5	13.327	ребёнок
675	5	13.327	рентген
676	5	13.327	родителям
677	5	13.327	салют
678	5	13.327	своём
679	5	13.327	села
680	5	13.327	сестра
681	5	13.327	сидела
682	5	13.327	сидит
683	5	13.327	скайп
684	5	13.327	снимаешь
685	5	13.327	сходить
686	5	13.327	счёт
687	5	13.327	съела
688	5	13.327	твёрдый
689	5	13.327	театр
690	5	13.327	тину
691	5	13.327	толстовка
692	5	13.327	увидела
693	5	13.327	удобно
694	5	13.327	удовольствие
695	5	13.327	умел
696	5	13.327	уметь
697	5	13.327	умеют
698	5	13.327	учёба
699	5	13.327	фамилия
700	5	13.327	физике
701	5	13.327	физику
702	5	13.327	хихи
703	5	13.327	хм
704	5	13.327	хорватии
705	5	13.327	хорошее
706	5	13.327	целую
707	5	13.327	читает
708	5	13.327	шестьдесят
709	5	13.327	штука
710	5	13.327	эд
711	7	13.242	взяла
712	7	13.242	готовили
713	7	13.242	карл
714	7	13.242	лагеря
715	7	13.242	понравились
716	13	13.040	спокойно
717	13	13.040	юлия
718	24	12.921	шесть
719	45	12.778	эту
720	18	12.691	каким
721	18	12.691	сильно
722	50	12.673	него
723	8	12.540	купила
724	8	12.540	маленькие
725	8	12.540	родителей
726	8	12.540	ходят
727	11	12.507	город
728	11	12.507	посмотреть
729	11	12.507	тысячи
730	10	12.352	пришла
731	9	12.330	ан
732	9	12.330	видел
733	9	12.330	ушли
734	35	12.314	себя
735	99	12.280	чтобы
736	21	12.258	кого
737	17	12.220	начал
738	16	11.753	наш
739	16	11.753	семь
740	35	11.746	этим
741	13	11.640	мать
742	13	11.640	месте
743	13	11.640	море
744	13	11.640	пойти
745	13	11.640	рублей
746	85	11.438	можно
747	48	11.352	хотя
748	12	11.264	плохо
749	11	10.920	отец
750	11	10.920	писала
751	6	10.863	бабушки
752	6	10.863	всяких
753	6	10.863	вышла
754	6	10.863	думали
755	6	10.863	знаем
756	6	10.863	играли
757	6	10.863	ка
758	6	10.863	лагерь
759	6	10.863	носили
760	6	10.863	поговорим
761	6	10.863	русские
762	6	10.863	свет
763	6	10.863	семью
764	6	10.863	скажу
765	6	10.863	слава
766	6	10.863	страшно
767	14	10.839	вся
768	4	10.662	apro
769	4	10.662	class
770	4	10.662	glass
771	4	10.662	mixed
772	4	10.662	note
773	4	10.662	pl
774	4	10.662	spro
775	4	10.662	tor
776	4	10.662	барашков
777	4	10.662	бассейн
778	4	10.662	беззеркалки
779	4	10.662	белорусским
780	4	10.662	белые
781	4	10.662	братьях
782	4	10.662	буква
783	4	10.662	вай
784	4	10.662	венеру
785	4	10.662	верю
786	4	10.662	веселая
787	4	10.662	витя
788	4	10.662	встретилась
789	4	10.662	всякое
790	4	10.662	всём
791	4	10.662	вышки
792	4	10.662	гитара
793	4	10.662	гитаре
794	4	10.662	гкчп
795	4	10.662	глазами
796	4	10.662	голова
797	4	10.662	голове
798	4	10.662	гриша
799	4	10.662	громкоговорителя
800	4	10.662	грусти
801	4	10.662	гуляют
802	4	10.662	даша
803	4	10.662	девочку
804	4	10.662	девятый
805	4	10.662	длинный
806	4	10.662	дочь
807	4	10.662	думал
808	4	10.662	дяди
809	4	10.662	еду
